Difficulty,Type,Question,Correct Answer,Wrong 1,Wrong 2,Wrong 3
easy,multiple,In which series of games do you collect souls to empower you and buy weaponry and armor with?,Souls ,Final Fantasy ,Monster Hunter,The Legend of Zelda
hard,multiple,Which car did not appear in the 2002 Lego Game: Drome Racers?,Wasp,Raptor,Hornet,Behemoth
hard,multiple,"In the original ""Super Mario Bros."", what is the acceleration of Mario if he was in free fall?",91.28 m/s^2,110  m/s^2,9.42  m/s^2,4.4  m/s^2
hard,multiple,What was the name of Sonic the Hedgehog's original human girlfriend?,Madonna,Celeste,Sierra,Nina
medium,multiple,What were the first two Pokémon games released?,Red and Green,Red and Blue,Green and Blue,Red and Yellow
medium,boolean,"In ""Call Of Duty: Zombies"", you can upgrade the ""Apothicon Servant"" in the ""Shadows Of Evil"" map.",False,True,,
easy,multiple,Who's the voice actor for Thrall in the Warcraft game series?,Chris Metzen,Ben Affleck,Jason Derulo,Jim Carrey
medium,multiple,"In the game ""Persona 4"", what is the canonical name of the protagonist?",Yu Narukami,Chino Mashido,Tunki Sunada,Masaki Narinaka
hard,multiple,"In World of Warcraft, which raid instance features a chess event?",Karazhan,Zul'Aman,Blackwing Lair,Temple of Ahn'Qiraj
easy,boolean,Watch_Dogs 2 is a prequel.,False,True,,
easy,boolean,"In Team Fortress 2, being disguised as a scout or medic results in a speed boost.",False,True,,
medium,multiple,"What is the name of the currency in the ""Animal Crossing"" series?",Bells,Sea Shells,Leaves,Bugs
hard,multiple,What major event caused the events of Half-Life 1?,The Resonance Cascade ,The Blue Shift,The Seven Hour War,The Narbacular Drop
easy,boolean,"The name of the main character of the video game ""The Legend of Zelda"", is Zelda.",False,True,,
medium,multiple,"Which of these is not one of Dracula's relics found in the video game ""Castlevania II: Simon's Quest""?",The Tooth,The Nail,The Eyeball,The Rib Bone
hard,multiple,What are the chances of being dealt a Royal Flush within Poker/Video Poker?,"1 in 649,740","1 in 763,302","1 in 499,304","1 in 311,875,200"
medium,boolean,"Hidden in the files for ""Mario Kart Arcade GP"" is a picture of the Beslan school hostage crisis.",True,False,,
easy,multiple,"In Danganronpa: Trigger Happy Havoc, what is the protagonist's name?",Makoto Naegi,Hajime Hinata,Nagito Komaeda,Komaru Naegi
medium,estimate,In what year were achivements added to Steam?,2007,2008,2009,2006
easy,multiple,What is the name of a popular franchise that includes placing blocks down and surviving in an open world? ,Minecraft,Unturned,Roblox,Grand Theft Auto V
easy,boolean,Super Mario Bros. was the first video game ever created.,False,True,,
easy,boolean,"""Resident Evil 7"" is the first first-person Resident Evil game.",False,True,,
easy,multiple,Which company did Gabe Newell work at before founding Valve Corporation?,Microsoft,Apple,Google,Yahoo
medium,boolean,"In Rocket League, you can play Basketball.",True,False,,
medium,multiple,Who was the first jedi that Starkiller had to kill in Star Wars: The Force Unleashed?,Rahm Kota,Ahsoka Tano,Kazdan Paratus,Kento Marek
medium,multiple,Phil Fish was the designer of which game?,Fez,Super Meat Boy,Hotline Miami,FTL
hard,multiple,"Which monster in ""Monster Hunter Tri"" was causing earthquakes in Moga Village?",Ceadeus,Alatreon,Rathalos,Lagiacrus
easy,multiple,Which of these is NOT a playable character in the 2016 video game Overwatch?,Invoker,Mercy,Winston,Zenyatta
easy,multiple,Which of these is a type of monster found in Minecraft?,Skeleton,Werewolf,Vampire,Minotaur
easy,multiple,The starting pistol of the Terrorist team in a competitive match of Counter Strike: Global Offensive is what?,Glock-18,Tec-9,Desert Eagle,Dual Berretas
medium,boolean,Amazon acquired Twitch in August 2014 for $970 million dollars.,True,False,,
medium,multiple,"In the ""Ace Attorney"" series, what is the relationship between Apollo Justice and Trucy Wright?",They're half-siblings,They're co-workers,They're friends,They're both attorneys
medium,multiple,"Which horror movie had a sequel in the form of a video game released in August 20, 2002?",The Thing,The Evil Dead,Saw,Alien
easy,multiple,"In the lore of the PAYDAY series, which criminal was arrested and then latered rescued by the PAYDAY gang?",Hoxton,Dallas,Wolf,Chains
hard,multiple,"Which game in the ""Halo"" series has the strongest iteration of the shotgun?",Halo: Combat Evolved,Halo 2,Halo 3,Halo: Reach
medium,multiple,"Psych-Horror ""Eternal Darkness: Sanity's Requiem"", developed by Silicon Knights in 2002, was published by who and on what platform?",Nintendo® Co. Ltd. | GameCube™,Sony® Computer Entertainment™ Inc. | PlayStation® 2,Microsoft® Game Studios™ | XBox™,Sega® Enterprises Co. Ltd. | Dreamcast™
medium,multiple,"Which Overwatch character says the line ""Heroes never die!""?",Mercy,Reaper,Sonic,Ana
medium,multiple,"In the 2015 RPG ""Undertale"", which character do you first encounter after falling down into the underground?",Flowey,Toriel,Sans,Papyrus
medium,multiple,What mainly favored rifle is used by the Terrorists in Counter Strike: Global Offensive?,AK-47,AK-74,M4A4,CZ-75 AUTO
medium,multiple,"Which of the following characters is NOT playable in ""Resident Evil 6""?",Jill Valentine,Chris Redfield,Sherry Birkin,Helena Harper
medium,multiple,"Which one of the following actors did not voice a character in ""Saints Row: The Third""?",Ron Jeremy,Sasha Grey,Burt Reynolds,Hulk Hogan
medium,boolean,"In ""Starbound"", the track played by the Decorated Music Box is named ""Atlas"".",True,False,,
hard,estimate,How many people can you recruit in the game Suikoden in a single playthrough?,107,108,93,96
medium,estimate,In what year did Microsoft release the original Xbox console in North America?,2001,1998,2003,1996
hard,multiple,"Which game in the ""Monster Hunter"" series introduced the monster ""Gobul""?",Monster Hunter Tri,Monster Hunter Freedom Unite,Monster Hunter Frontier,Monster Hunter Generations
